state,age_group,gender,race,cause_of_death,deaths,population
Connecticut,65-74 years,Female,White,Malignant neoplasm of ovary,49.0,153369.0
Connecticut,65-74 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",12.0,153369.0
Connecticut,65-74 years,Female,White,"Bladder, unspecified - Malignant neoplasms",10.0,153369.0
Connecticut,65-74 years,Female,White,"Brain, unspecified - Malignant neoplasms",13.0,153369.0
Connecticut,65-74 years,Female,White,Malignant neoplasm without specification of site,33.0,153369.0
Connecticut,65-74 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",10.0,153369.0
Connecticut,65-74 years,Female,White,Multiple myeloma - Malignant neoplasms,10.0,153369.0
Connecticut,65-74 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,14.0,153369.0
Connecticut,65-74 years,Female,White,"Unspecified diabetes mellitus, with renal complications",10.0,153369.0
Connecticut,65-74 years,Female,White,"Unspecified diabetes mellitus, without complications",19.0,153369.0
Connecticut,65-74 years,Female,White,Unspecified dementia,35.0,153369.0
Connecticut,65-74 years,Female,White,Motor neuron disease,11.0,153369.0
Connecticut,65-74 years,Female,White,Parkinson disease,11.0,153369.0
Connecticut,65-74 years,Female,White,"Alzheimer disease, unspecified",18.0,153369.0
Connecticut,65-74 years,Female,White,Multiple sclerosis,11.0,153369.0
Connecticut,65-74 years,Female,White,Essential (primary) hypertension,14.0,153369.0
Connecticut,65-74 years,Female,White,Hypertensive heart disease without (congestive) heart failure,10.0,153369.0
Connecticut,65-74 years,Female,White,"Acute myocardial infarction, unspecified",45.0,153369.0
Connecticut,65-74 years,Female,White,"Atherosclerotic cardiovascular disease, so described",55.0,153369.0
Connecticut,65-74 years,Female,White,Atherosclerotic heart disease,71.0,153369.0
Connecticut,65-74 years,Female,White,"Cardiac arrest, unspecified",31.0,153369.0
Connecticut,65-74 years,Female,White,Congestive heart failure,12.0,153369.0
Connecticut,65-74 years,Female,White,"Intracerebral haemorrhage, unspecified",11.0,153369.0
Connecticut,65-74 years,Female,White,"Stroke, not specified as haemorrhage or infarction",18.0,153369.0
Connecticut,65-74 years,Female,White,"Pneumonia, unspecified",15.0,153369.0
Connecticut,65-74 years,Female,White,"Emphysema, unspecified",13.0,153369.0
Connecticut,65-74 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,22.0,153369.0
Connecticut,65-74 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",103.0,153369.0
Connecticut,65-74 years,Female,White,Pneumonitis due to food and vomit,13.0,153369.0
Connecticut,65-74 years,Female,White,Other interstitial pulmonary diseases with fibrosis,12.0,153369.0
Connecticut,65-74 years,Female,White,Other and unspecified cirrhosis of liver,19.0,153369.0
Connecticut,65-74 years,Female,White,"Chronic kidney disease, stage 5",13.0,153369.0
Connecticut,65-74 years,Female,White,"Urinary tract infection, site not specified",15.0,153369.0
Connecticut,65-74 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",22.0,10575.0
Connecticut,65-74 years,Male,Black or African American,Atherosclerotic heart disease,12.0,10575.0
Connecticut,65-74 years,Male,White,"Septicaemia, unspecified",49.0,135184.0
Connecticut,65-74 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",50.0,135184.0
Connecticut,65-74 years,Male,White,"Stomach, unspecified - Malignant neoplasms",18.0,135184.0
Connecticut,65-74 years,Male,White,"Colon, unspecified - Malignant neoplasms",47.0,135184.0
Connecticut,65-74 years,Male,White,Liver cell carcinoma - Malignant neoplasms,19.0,135184.0
Connecticut,65-74 years,Male,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,17.0,135184.0
Connecticut,65-74 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",69.0,135184.0
Connecticut,65-74 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",250.0,135184.0
Connecticut,65-74 years,Male,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",13.0,135184.0
Connecticut,65-74 years,Male,White,Malignant neoplasm of prostate,58.0,135184.0
Connecticut,65-74 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",19.0,135184.0
Connecticut,65-74 years,Male,White,"Bladder, unspecified - Malignant neoplasms",33.0,135184.0
Connecticut,65-74 years,Male,White,"Brain, unspecified - Malignant neoplasms",26.0,135184.0
Connecticut,65-74 years,Male,White,Malignant neoplasm without specification of site,37.0,135184.0
Connecticut,65-74 years,Male,White,"Non-Hodgkin lymphoma, unspecified type",21.0,135184.0
Connecticut,65-74 years,Male,White,Multiple myeloma - Malignant neoplasms,25.0,135184.0
Connecticut,65-74 years,Male,White,Acute myeloid leukaemia - Malignant neoplasms,19.0,135184.0
Connecticut,65-74 years,Male,White,"Non-insulin-dependent diabetes mellitus, without complications",11.0,135184.0
Connecticut,65-74 years,Male,White,"Unspecified diabetes mellitus, with renal complications",10.0,135184.0
Connecticut,65-74 years,Male,White,"Unspecified diabetes mellitus, without complications",38.0,135184.0
Connecticut,65-74 years,Male,White,"Hyperlipidaemia, unspecified",12.0,135184.0
Connecticut,65-74 years,Male,White,Unspecified dementia,35.0,135184.0
Connecticut,65-74 years,Male,White,Motor neuron disease,11.0,135184.0
Connecticut,65-74 years,Male,White,Parkinson disease,21.0,135184.0
Connecticut,65-74 years,Male,White,"Alzheimer disease, unspecified",20.0,135184.0
Connecticut,65-74 years,Male,White,Essential (primary) hypertension,17.0,135184.0
Connecticut,65-74 years,Male,White,Hypertensive heart disease without (congestive) heart failure,19.0,135184.0
Connecticut,65-74 years,Male,White,"Acute myocardial infarction, unspecified",95.0,135184.0
Connecticut,65-74 years,Male,White,"Atherosclerotic cardiovascular disease, so described",106.0,135184.0
Connecticut,65-74 years,Male,White,Atherosclerotic heart disease,142.0,135184.0
Connecticut,65-74 years,Male,White,Ischaemic cardiomyopathy,14.0,135184.0
Connecticut,65-74 years,Male,White,"Cardiomyopathy, unspecified",12.0,135184.0
Connecticut,65-74 years,Male,White,"Cardiac arrest, unspecified",45.0,135184.0
Connecticut,65-74 years,Male,White,Atrial fibrillation and flutter,16.0,135184.0
Connecticut,65-74 years,Male,White,Congestive heart failure,28.0,135184.0
Connecticut,65-74 years,Male,White,"Intracerebral haemorrhage, unspecified",14.0,135184.0
Connecticut,65-74 years,Male,White,"Stroke, not specified as haemorrhage or infarction",33.0,135184.0
Connecticut,65-74 years,Male,White,"Peripheral vascular disease, unspecified",10.0,135184.0
Connecticut,65-74 years,Male,White,"Pneumonia, unspecified",41.0,135184.0
Connecticut,65-74 years,Male,White,"Emphysema, unspecified",11.0,135184.0
Connecticut,65-74 years,Male,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,30.0,135184.0
Connecticut,65-74 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",85.0,135184.0
Connecticut,65-74 years,Male,White,Pneumonitis due to food and vomit,28.0,135184.0
Connecticut,65-74 years,Male,White,Other interstitial pulmonary diseases with fibrosis,17.0,135184.0
Connecticut,65-74 years,Male,White,Alcoholic cirrhosis of liver,24.0,135184.0
Connecticut,65-74 years,Male,White,Other and unspecified cirrhosis of liver,33.0,135184.0
Connecticut,65-74 years,Male,White,"Chronic kidney disease, stage 5",17.0,135184.0
Connecticut,65-74 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",10.0,135184.0
Connecticut,65-74 years,Male,White,Unspecified fall,22.0,135184.0
Connecticut,65-74 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,15.0,135184.0
Connecticut,75-84 years,Female,Black or African American,"Septicaemia, unspecified",14.0,7481.0
Connecticut,75-84 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",14.0,7481.0
Connecticut,75-84 years,Female,Black or African American,Unspecified dementia,16.0,7481.0
Connecticut,75-84 years,Female,Black or African American,"Alzheimer disease, unspecified",15.0,7481.0
Connecticut,75-84 years,Female,Black or African American,"Acute myocardial infarction, unspecified",11.0,7481.0
Connecticut,75-84 years,Female,Black or African American,Atherosclerotic heart disease,17.0,7481.0
Connecticut,75-84 years,Female,Black or African American,"Stroke, not specified as haemorrhage or infarction",11.0,7481.0
Connecticut,75-84 years,Female,White,"Septicaemia, unspecified",54.0,84470.0
Connecticut,75-84 years,Female,White,"Stomach, unspecified - Malignant neoplasms",11.0,84470.0
Connecticut,75-84 years,Female,White,"Colon, unspecified - Malignant neoplasms",34.0,84470.0
Connecticut,75-84 years,Female,White,Intrahepatic bile duct carcinoma - Malignant neoplasms,19.0,84470.0
Connecticut,75-84 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",58.0,84470.0
Connecticut,75-84 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",211.0,84470.0
Connecticut,75-84 years,Female,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",13.0,84470.0
Connecticut,75-84 years,Female,White,"Breast, unspecified - Malignant neoplasms",72.0,84470.0
Connecticut,75-84 years,Female,White,Endometrium - Malignant neoplasms,15.0,84470.0
Connecticut,75-84 years,Female,White,Malignant neoplasm of ovary,39.0,84470.0
Connecticut,75-84 years,Female,White,"Malignant neoplasm of kidney, except renal pelvis",11.0,84470.0
Connecticut,75-84 years,Female,White,"Bladder, unspecified - Malignant neoplasms",14.0,84470.0
Connecticut,75-84 years,Female,White,"Brain, unspecified - Malignant neoplasms",14.0,84470.0
Connecticut,75-84 years,Female,White,Malignant neoplasm without specification of site,59.0,84470.0
Connecticut,75-84 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",20.0,84470.0
Connecticut,75-84 years,Female,White,Multiple myeloma - Malignant neoplasms,20.0,84470.0
Connecticut,75-84 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,10.0,84470.0
Connecticut,75-84 years,Female,White,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",10.0,84470.0
Connecticut,75-84 years,Female,White,"Unspecified diabetes mellitus, with renal complications",13.0,84470.0
Connecticut,75-84 years,Female,White,"Unspecified diabetes mellitus, without complications",23.0,84470.0
Connecticut,75-84 years,Female,White,"Hyperlipidaemia, unspecified",12.0,84470.0
Connecticut,75-84 years,Female,White,"Vascular dementia, unspecified",24.0,84470.0
Connecticut,75-84 years,Female,White,Unspecified dementia,215.0,84470.0
Connecticut,75-84 years,Female,White,Motor neuron disease,11.0,84470.0
Connecticut,75-84 years,Female,White,Parkinson disease,48.0,84470.0
Connecticut,75-84 years,Female,White,"Alzheimer disease, unspecified",125.0,84470.0
Connecticut,75-84 years,Female,White,Essential (primary) hypertension,27.0,84470.0
Connecticut,75-84 years,Female,White,Hypertensive heart disease without (congestive) heart failure,11.0,84470.0
Connecticut,75-84 years,Female,White,"Acute myocardial infarction, unspecified",86.0,84470.0
Connecticut,75-84 years,Female,White,"Atherosclerotic cardiovascular disease, so described",56.0,84470.0
Connecticut,75-84 years,Female,White,Atherosclerotic heart disease,158.0,84470.0
Connecticut,75-84 years,Female,White,Ischaemic cardiomyopathy,11.0,84470.0
Connecticut,75-84 years,Female,White,Other secondary pulmonary hypertension,11.0,84470.0
Connecticut,75-84 years,Female,White,Aortic (valve) stenosis,21.0,84470.0
Connecticut,75-84 years,Female,White,"Cardiomyopathy, unspecified",15.0,84470.0
Connecticut,75-84 years,Female,White,"Cardiac arrest, unspecified",36.0,84470.0
Connecticut,75-84 years,Female,White,Atrial fibrillation and flutter,50.0,84470.0
Connecticut,75-84 years,Female,White,Congestive heart failure,72.0,84470.0
Connecticut,75-84 years,Female,White,"Heart failure, unspecified",23.0,84470.0
Connecticut,75-84 years,Female,White,"Intracerebral haemorrhage, unspecified",21.0,84470.0
Connecticut,75-84 years,Female,White,"Stroke, not specified as haemorrhage or infarction",60.0,84470.0
Connecticut,75-84 years,Female,White,Sequelae of other and unspecified cerebrovascular diseases,12.0,84470.0
Connecticut,75-84 years,Female,White,"Pneumonia, unspecified",48.0,84470.0
Connecticut,75-84 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,48.0,84470.0
Connecticut,75-84 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",156.0,84470.0
Connecticut,75-84 years,Female,White,Pneumonitis due to food and vomit,27.0,84470.0
Connecticut,75-84 years,Female,White,Other interstitial pulmonary diseases with fibrosis,22.0,84470.0
Connecticut,75-84 years,Female,White,"Interstitial pulmonary disease, unspecified",10.0,84470.0
Connecticut,75-84 years,Female,White,"Respiratory failure, unspecified",10.0,84470.0
Connecticut,75-84 years,Female,White,"Vascular disorder of intestine, unspecified",11.0,84470.0
Connecticut,75-84 years,Female,White,Other and unspecified cirrhosis of liver,12.0,84470.0
Connecticut,75-84 years,Female,White,"Gastrointestinal haemorrhage, unspecified",13.0,84470.0
Connecticut,75-84 years,Female,White,"Chronic kidney disease, stage 5",18.0,84470.0
Connecticut,75-84 years,Female,White,"Chronic renal failure, unspecified",11.0,84470.0
Connecticut,75-84 years,Female,White,Unspecified renal failure,13.0,84470.0
Connecticut,75-84 years,Female,White,"Urinary tract infection, site not specified",14.0,84470.0
Connecticut,75-84 years,Female,White,Unspecified fall,39.0,84470.0
Connecticut,75-84 years,Female,White,Exposure to unspecified factor causing other and unspecified injury,10.0,84470.0
Connecticut,75-84 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",18.0,4453.0
Connecticut,75-84 years,Male,Black or African American,Malignant neoplasm of prostate,20.0,4453.0
Connecticut,75-84 years,Male,Black or African American,Unspecified dementia,17.0,4453.0
Connecticut,75-84 years,Male,Black or African American,Atherosclerotic heart disease,12.0,4453.0
Connecticut,75-84 years,Male,White,Enterocolitis due to Clostridium difficile,11.0,62682.0
Connecticut,75-84 years,Male,White,"Septicaemia, unspecified",65.0,62682.0
Connecticut,75-84 years,Male,White,"Oesophagus, unspecified - Malignant neoplasms",33.0,62682.0
Connecticut,75-84 years,Male,White,"Stomach, unspecified - Malignant neoplasms",14.0,62682.0
Connecticut,75-84 years,Male,White,"Colon, unspecified - Malignant neoplasms",55.0,62682.0
Connecticut,75-84 years,Male,White,"Pancreas, unspecified - Malignant neoplasms",72.0,62682.0
Connecticut,75-84 years,Male,White,"Bronchus or lung, unspecified - Malignant neoplasms",198.0,62682.0
Connecticut,75-84 years,Male,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",18.0,62682.0
Connecticut,75-84 years,Male,White,Malignant neoplasm of prostate,85.0,62682.0
Connecticut,75-84 years,Male,White,"Malignant neoplasm of kidney, except renal pelvis",19.0,62682.0
