year,state,age_group,gender,race,deaths,population,crude_rate
2011.0,Ohio,75-84 years,Male,White,12762.0,203370,6275.3
2011.0,Ohio,85+ years,Female,Asian or Pacific Islander,53.0,698,7593.1
2011.0,Ohio,85+ years,Female,Black or African American,1551.0,12005,12919.6
2011.0,Ohio,85+ years,Female,White,21341.0,149904,14236.4
2011.0,Ohio,85+ years,Male,Asian or Pacific Islander,23.0,372,6182.8
2011.0,Ohio,85+ years,Male,Black or African American,782.0,5046,15497.4
2011.0,Ohio,85+ years,Male,White,11533.0,70814,16286.3
2011.0,Oklahoma,< 1 year,Female,American Indian or Alaska Native,23.0,3238,710.3
2011.0,Oklahoma,< 1 year,Female,Black or African American,38.0,3558,1068.0
2011.0,Oklahoma,< 1 year,Female,White,118.0,18616,633.9
2011.0,Oklahoma,< 1 year,Male,American Indian or Alaska Native,29.0,3408,850.9
2011.0,Oklahoma,< 1 year,Male,Black or African American,37.0,3779,979.1
2011.0,Oklahoma,< 1 year,Male,White,123.0,19452,632.3
2011.0,Oklahoma,1-4 years,Female,White,27.0,74576,36.2
2011.0,Oklahoma,1-4 years,Male,White,39.0,77760,50.2
2011.0,Oklahoma,5-14 years,Female,White,30.0,181762,16.5
2011.0,Oklahoma,5-14 years,Male,White,41.0,191982,21.4
2011.0,Oklahoma,15-24 years,Female,White,97.0,193652,50.1
2011.0,Oklahoma,15-24 years,Male,American Indian or Alaska Native,51.0,34265,148.8
2011.0,Oklahoma,15-24 years,Male,Black or African American,62.0,30502,203.3
2011.0,Oklahoma,15-24 years,Male,White,249.0,204889,121.5
2011.0,Oklahoma,25-34 years,Female,American Indian or Alaska Native,38.0,27572,137.8
2011.0,Oklahoma,25-34 years,Female,Black or African American,25.0,23163,107.9
2011.0,Oklahoma,25-34 years,Female,White,176.0,194496,90.5
2011.0,Oklahoma,25-34 years,Male,American Indian or Alaska Native,74.0,27447,269.6
2011.0,Oklahoma,25-34 years,Male,Black or African American,70.0,23767,294.5
2011.0,Oklahoma,25-34 years,Male,White,365.0,204600,178.4
2011.0,Oklahoma,35-44 years,Female,American Indian or Alaska Native,55.0,23169,237.4
2011.0,Oklahoma,35-44 years,Female,Black or African American,45.0,18832,239.0
2011.0,Oklahoma,35-44 years,Female,White,339.0,179528,188.8
2011.0,Oklahoma,35-44 years,Male,American Indian or Alaska Native,94.0,22903,410.4
2011.0,Oklahoma,35-44 years,Male,Black or African American,72.0,19114,376.7
2011.0,Oklahoma,35-44 years,Male,White,507.0,183562,276.2
2011.0,Oklahoma,45-54 years,Female,American Indian or Alaska Native,130.0,23707,548.4
2011.0,Oklahoma,45-54 years,Female,Black or African American,107.0,20329,526.3
2011.0,Oklahoma,45-54 years,Female,White,972.0,211744,459.0
2011.0,Oklahoma,45-54 years,Male,American Indian or Alaska Native,204.0,22008,926.9
2011.0,Oklahoma,45-54 years,Male,Black or African American,148.0,19534,757.7
2011.0,Oklahoma,45-54 years,Male,White,1458.0,209570,695.7
2011.0,Oklahoma,55-64 years,Female,American Indian or Alaska Native,199.0,18444,1078.9
2011.0,Oklahoma,55-64 years,Female,Black or African American,165.0,15343,1075.4
2011.0,Oklahoma,55-64 years,Female,White,1748.0,197706,884.1
2011.0,Oklahoma,55-64 years,Male,American Indian or Alaska Native,234.0,16452,1422.3
2011.0,Oklahoma,55-64 years,Male,Black or African American,264.0,14187,1860.9
2011.0,Oklahoma,55-64 years,Male,White,2643.0,188140,1404.8
2011.0,Oklahoma,65-74 years,Female,American Indian or Alaska Native,232.0,9887,2346.5
2011.0,Oklahoma,65-74 years,Female,Asian or Pacific Islander,21.0,2043,1027.9
2011.0,Oklahoma,65-74 years,Female,Black or African American,184.0,7943,2316.5
2011.0,Oklahoma,65-74 years,Female,White,2618.0,132901,1969.9
2011.0,Oklahoma,65-74 years,Male,American Indian or Alaska Native,260.0,8687,2993.0
2011.0,Oklahoma,65-74 years,Male,Asian or Pacific Islander,24.0,1447,1658.6
2011.0,Oklahoma,65-74 years,Male,Black or African American,206.0,6332,3253.3
2011.0,Oklahoma,65-74 years,Male,White,3298.0,118064,2793.4
2011.0,Oklahoma,75-84 years,Female,American Indian or Alaska Native,254.0,4799,5292.8
2011.0,Oklahoma,75-84 years,Female,Asian or Pacific Islander,31.0,921,3365.9
2011.0,Oklahoma,75-84 years,Female,Black or African American,229.0,4347,5268.0
2011.0,Oklahoma,75-84 years,Female,White,4132.0,85215,4848.9
2011.0,Oklahoma,75-84 years,Male,American Indian or Alaska Native,241.0,3471,6943.2
2011.0,Oklahoma,75-84 years,Male,Black or African American,215.0,2821,7621.4
2011.0,Oklahoma,75-84 years,Male,White,4107.0,63854,6431.9
2011.0,Oklahoma,85+ years,Female,American Indian or Alaska Native,273.0,1712,15946.3
2011.0,Oklahoma,85+ years,Female,Asian or Pacific Islander,26.0,225,11555.6
2011.0,Oklahoma,85+ years,Female,Black or African American,272.0,1809,15035.9
2011.0,Oklahoma,85+ years,Female,White,5647.0,38980,14486.9
2011.0,Oklahoma,85+ years,Male,American Indian or Alaska Native,122.0,829,14716.5
2011.0,Oklahoma,85+ years,Male,Black or African American,115.0,733,15688.9
2011.0,Oklahoma,85+ years,Male,White,3367.0,19999,16835.8
2011.0,Oregon,< 1 year,Female,White,83.0,19554,424.5
2011.0,Oregon,< 1 year,Male,White,95.0,20417,465.3
2011.0,Oregon,1-4 years,Male,White,29.0,85197,34.0
2011.0,Oregon,5-14 years,Female,White,29.0,205220,14.1
2011.0,Oregon,5-14 years,Male,White,28.0,215273,13.0
2011.0,Oregon,15-24 years,Female,White,52.0,220491,23.6
2011.0,Oregon,15-24 years,Male,White,205.0,229258,89.4
2011.0,Oregon,25-34 years,Female,White,130.0,233469,55.7
2011.0,Oregon,25-34 years,Male,White,295.0,239492,123.2
2011.0,Oregon,35-44 years,Female,White,254.0,218784,116.1
2011.0,Oregon,35-44 years,Male,White,475.0,227198,209.1
2011.0,Oregon,45-54 years,Female,American Indian or Alaska Native,24.0,5267,455.7
2011.0,Oregon,45-54 years,Female,Asian or Pacific Islander,20.0,13017,153.6
2011.0,Oregon,45-54 years,Female,White,781.0,245303,318.4
2011.0,Oregon,45-54 years,Male,American Indian or Alaska Native,31.0,5046,614.3
2011.0,Oregon,45-54 years,Male,Asian or Pacific Islander,25.0,10801,231.5
2011.0,Oregon,45-54 years,Male,Black or African American,21.0,6073,345.8
2011.0,Oregon,45-54 years,Male,White,1123.0,239656,468.6
2011.0,Oregon,55-64 years,Female,American Indian or Alaska Native,29.0,3956,733.1
2011.0,Oregon,55-64 years,Female,Asian or Pacific Islander,20.0,9550,209.4
2011.0,Oregon,55-64 years,Female,Black or African American,31.0,3477,891.6
2011.0,Oregon,55-64 years,Female,White,1537.0,254964,602.8
2011.0,Oregon,55-64 years,Male,American Indian or Alaska Native,29.0,3766,770.0
2011.0,Oregon,55-64 years,Male,Asian or Pacific Islander,36.0,7412,485.7
2011.0,Oregon,55-64 years,Male,Black or African American,69.0,4253,1622.4
2011.0,Oregon,55-64 years,Male,White,2447.0,241809,1012.0
2011.0,Oregon,65-74 years,Female,American Indian or Alaska Native,23.0,1706,1348.2
2011.0,Oregon,65-74 years,Female,Asian or Pacific Islander,30.0,4667,642.8
2011.0,Oregon,65-74 years,Female,Black or African American,22.0,1687,1304.1
2011.0,Oregon,65-74 years,Female,White,2230.0,150813,1478.7
2011.0,Oregon,65-74 years,Male,American Indian or Alaska Native,38.0,1730,2196.5
2011.0,Oregon,65-74 years,Male,Asian or Pacific Islander,40.0,3698,1081.7
2011.0,Oregon,65-74 years,Male,Black or African American,56.0,1745,3209.2
2011.0,Oregon,65-74 years,Male,White,2920.0,139219,2097.4
2011.0,Oregon,75-84 years,Female,Asian or Pacific Islander,70.0,2541,2754.8
2011.0,Oregon,75-84 years,Female,Black or African American,34.0,907,3748.6
2011.0,Oregon,75-84 years,Female,White,3825.0,89355,4280.7
2011.0,Oregon,75-84 years,Male,American Indian or Alaska Native,27.0,606,4455.4
2011.0,Oregon,75-84 years,Male,Asian or Pacific Islander,53.0,1700,3117.6
2011.0,Oregon,75-84 years,Male,Black or African American,42.0,676,6213.0
2011.0,Oregon,75-84 years,Male,White,3917.0,70321,5570.2
2011.0,Oregon,85+ years,Female,American Indian or Alaska Native,26.0,240,10833.3
2011.0,Oregon,85+ years,Female,Asian or Pacific Islander,69.0,977,7062.4
2011.0,Oregon,85+ years,Female,Black or African American,44.0,411,10705.6
2011.0,Oregon,85+ years,Female,White,6810.0,51186,13304.4
2011.0,Oregon,85+ years,Male,Asian or Pacific Islander,62.0,553,11211.6
2011.0,Oregon,85+ years,Male,Black or African American,28.0,212,13207.5
2011.0,Oregon,85+ years,Male,White,4256.0,27278,15602.3
2011.0,Pennsylvania,< 1 year,Female,Black or African American,148.0,11595,1276.4
2011.0,Pennsylvania,< 1 year,Female,White,236.0,54981,429.2
2011.0,Pennsylvania,< 1 year,Male,Black or African American,155.0,12159,1274.8
2011.0,Pennsylvania,< 1 year,Male,White,378.0,57560,656.7
2011.0,Pennsylvania,1-4 years,Female,White,41.0,222313,18.4
2011.0,Pennsylvania,1-4 years,Male,Black or African American,21.0,50522,41.6
2011.0,Pennsylvania,1-4 years,Male,White,56.0,233086,24.0
2011.0,Pennsylvania,5-14 years,Female,White,54.0,600769,9.0
2011.0,Pennsylvania,5-14 years,Male,Black or African American,26.0,122139,21.3
2011.0,Pennsylvania,5-14 years,Male,White,86.0,630704,13.6
2011.0,Pennsylvania,15-24 years,Female,Black or African American,53.0,135414,39.1
2011.0,Pennsylvania,15-24 years,Female,White,246.0,698813,35.2
2011.0,Pennsylvania,15-24 years,Male,Black or African American,267.0,138947,192.2
2011.0,Pennsylvania,15-24 years,Male,White,729.0,725393,100.5
2011.0,Pennsylvania,25-34 years,Female,Black or African American,104.0,105339,98.7
2011.0,Pennsylvania,25-34 years,Female,White,470.0,623957,75.3
2011.0,Pennsylvania,25-34 years,Male,Black or African American,250.0,98923,252.7
2011.0,Pennsylvania,25-34 years,Male,White,1099.0,639886,171.7
2011.0,Pennsylvania,35-44 years,Female,Black or African American,206.0,99060,208.0
2011.0,Pennsylvania,35-44 years,Female,White,823.0,657725,125.1
2011.0,Pennsylvania,35-44 years,Male,Asian or Pacific Islander,24.0,30936,77.6
2011.0,Pennsylvania,35-44 years,Male,Black or African American,321.0,90670,354.0
2011.0,Pennsylvania,35-44 years,Male,White,1481.0,658226,225.0
2011.0,Pennsylvania,45-54 years,Female,Asian or Pacific Islander,30.0,25420,118.0
2011.0,Pennsylvania,45-54 years,Female,Black or African American,526.0,106443,494.2
2011.0,Pennsylvania,45-54 years,Female,White,2431.0,838377,290.0
2011.0,Pennsylvania,45-54 years,Male,Asian or Pacific Islander,46.0,23308,197.4
2011.0,Pennsylvania,45-54 years,Male,Black or African American,719.0,95017,756.7
2011.0,Pennsylvania,45-54 years,Male,White,4122.0,820909,502.1
2011.0,Pennsylvania,55-64 years,Female,Asian or Pacific Islander,52.0,18834,276.1
2011.0,Pennsylvania,55-64 years,Female,Black or African American,942.0,82081,1147.6
2011.0,Pennsylvania,55-64 years,Female,White,4740.0,768173,617.0
2011.0,Pennsylvania,55-64 years,Male,Asian or Pacific Islander,72.0,16285,442.1
2011.0,Pennsylvania,55-64 years,Male,Black or African American,1264.0,67734,1866.1
2011.0,Pennsylvania,55-64 years,Male,White,7516.0,737504,1019.1
2011.0,Pennsylvania,65-74 years,Female,Asian or Pacific Islander,62.0,9728,637.3
2011.0,Pennsylvania,65-74 years,Female,Black or African American,1009.0,45166,2234.0
2011.0,Pennsylvania,65-74 years,Female,White,7528.0,482119,1561.4
2011.0,Pennsylvania,65-74 years,Male,Asian or Pacific Islander,85.0,8722,974.5
2011.0,Pennsylvania,65-74 years,Male,Black or African American,1074.0,32019,3354.3
2011.0,Pennsylvania,65-74 years,Male,White,9553.0,420366,2272.5
2011.0,Pennsylvania,75-84 years,Female,Asian or Pacific Islander,112.0,4328,2587.8
2011.0,Pennsylvania,75-84 years,Female,Black or African American,1386.0,28708,4827.9
2011.0,Pennsylvania,75-84 years,Female,White,15355.0,358206,4286.6
2011.0,Pennsylvania,75-84 years,Male,Asian or Pacific Islander,106.0,3416,3103.0
2011.0,Pennsylvania,75-84 years,Male,Black or African American,1118.0,15913,7025.7
2011.0,Pennsylvania,75-84 years,Male,White,15201.0,253931,5986.3
2011.0,Pennsylvania,85+ years,Female,Asian or Pacific Islander,95.0,1209,7857.7
2011.0,Pennsylvania,85+ years,Female,Black or African American,1537.0,12603,12195.5
2011.0,Pennsylvania,85+ years,Female,White,27859.0,202255,13774.2
2011.0,Pennsylvania,85+ years,Male,Asian or Pacific Islander,60.0,721,8321.8
2011.0,Pennsylvania,85+ years,Male,Black or African American,697.0,4825,14445.6
2011.0,Pennsylvania,85+ years,Male,White,15481.0,94428,16394.5
2011.0,Rhode Island,< 1 year,Female,White,27.0,4356,619.8
2011.0,Rhode Island,< 1 year,Male,White,29.0,4567,635.0
2011.0,Rhode Island,15-24 years,Male,White,38.0,68126,55.8
2011.0,Rhode Island,25-34 years,Female,White,37.0,53821,68.7
2011.0,Rhode Island,25-34 years,Male,White,67.0,53834,124.5
2011.0,Rhode Island,35-44 years,Female,White,66.0,58540,112.7
2011.0,Rhode Island,35-44 years,Male,White,101.0,56001,180.4
2011.0,Rhode Island,45-54 years,Female,White,183.0,74451,245.8
2011.0,Rhode Island,45-54 years,Male,White,339.0,69530,487.6
2011.0,Rhode Island,55-64 years,Female,Black or African American,25.0,3386,738.3
2011.0,Rhode Island,55-64 years,Female,White,408.0,65027,627.4
2011.0,Rhode Island,55-64 years,Male,Black or African American,35.0,3235,1081.9
2011.0,Rhode Island,55-64 years,Male,White,597.0,60386,988.6
2011.0,Rhode Island,65-74 years,Female,Black or African American,20.0,1714,1166.9
2011.0,Rhode Island,65-74 years,Female,White,528.0,38550,1369.6
2011.0,Rhode Island,65-74 years,Male,Black or African American,25.0,1340,1865.7
2011.0,Rhode Island,65-74 years,Male,White,684.0,33081,2067.7
2011.0,Rhode Island,75-84 years,Female,Black or African American,32.0,1094,2925.0
2011.0,Rhode Island,75-84 years,Female,White,1126.0,28399,3964.9
2011.0,Rhode Island,75-84 years,Male,Black or African American,27.0,629,4292.5
2011.0,Rhode Island,75-84 years,Male,White,1142.0,19242,5934.9
2011.0,Rhode Island,85+ years,Female,Black or African American,35.0,402,8706.5
2011.0,Rhode Island,85+ years,Female,White,2445.0,18423,13271.5
2011.0,Rhode Island,85+ years,Male,White,1318.0,8241,15993.2
2011.0,South Carolina,< 1 year,Female,Black or African American,100.0,10070,993.0
2011.0,South Carolina,< 1 year,Female,White,90.0,18056,498.4
2011.0,South Carolina,< 1 year,Male,Black or African American,122.0,10574,1153.8
2011.0,South Carolina,< 1 year,Male,White,108.0,19167,563.5
2011.0,South Carolina,1-4 years,Male,White,20.0,77251,25.9
2011.0,South Carolina,5-14 years,Female,White,21.0,186535,11.3
2011.0,South Carolina,5-14 years,Male,Black or African American,20.0,102013,19.6
2011.0,South Carolina,5-14 years,Male,White,41.0,195440,21.0
2011.0,South Carolina,15-24 years,Female,Black or African American,47.0,112613,41.7
2011.0,South Carolina,15-24 years,Female,White,82.0,203924,40.2
2011.0,South Carolina,15-24 years,Male,Black or African American,165.0,110936,148.7
2011.0,South Carolina,15-24 years,Male,White,224.0,218373,102.6
2011.0,South Carolina,25-34 years,Female,Black or African American,116.0,94517,122.7
2011.0,South Carolina,25-34 years,Female,White,158.0,199440,79.2
2011.0,South Carolina,25-34 years,Male,Black or African American,192.0,84571,227.0
2011.0,South Carolina,25-34 years,Male,White,343.0,205608,166.8
2011.0,South Carolina,35-44 years,Female,Black or African American,210.0,88974,236.0
2011.0,South Carolina,35-44 years,Female,White,329.0,204518,160.9
2011.0,South Carolina,35-44 years,Male,Black or African American,289.0,75097,384.8
2011.0,South Carolina,35-44 years,Male,White,521.0,208208,250.2
2011.0,South Carolina,45-54 years,Female,Black or African American,492.0,99625,493.9
2011.0,South Carolina,45-54 years,Female,White,876.0,233109,375.8
2011.0,South Carolina,45-54 years,Male,Black or African American,707.0,84114,840.5
2011.0,South Carolina,45-54 years,Male,White,1452.0,228056,636.7
2011.0,South Carolina,55-64 years,Female,Black or African American,802.0,84838,945.3
2011.0,South Carolina,55-64 years,Female,White,1525.0,230939,660.3
2011.0,South Carolina,55-64 years,Male,Black or African American,1205.0,69170,1742.1
2011.0,South Carolina,55-64 years,Male,White,2572.0,212239,1211.8
2011.0,South Carolina,65-74 years,Female,Black or African American,997.0,45459,2193.2
2011.0,South Carolina,65-74 years,Female,White,2328.0,158388,1469.8
2011.0,South Carolina,65-74 years,Male,Black or African American,1140.0,34115,3341.6
2011.0,South Carolina,65-74 years,Male,White,3321.0,144412,2299.7
2011.0,South Carolina,75-84 years,Female,Asian or Pacific Islander,23.0,833,2761.1
2011.0,South Carolina,75-84 years,Female,Black or African American,1091.0,23955,4554.4
2011.0,South Carolina,75-84 years,Female,White,4138.0,89288,4634.4
2011.0,South Carolina,75-84 years,Male,Black or African American,973.0,14102,6899.7
2011.0,South Carolina,75-84 years,Male,White,4029.0,68635,5870.2
2011.0,South Carolina,85+ years,Female,Black or African American,1427.0,10626,13429.3
2011.0,South Carolina,85+ years,Female,White,5858.0,40185,14577.6
2011.0,South Carolina,85+ years,Male,Black or African American,614.0,3838,15997.9
2011.0,South Carolina,85+ years,Male,White,3009.0,18566,16207.0
2011.0,South Dakota,< 1 year,Male,White,27.0,4912,549.7
2011.0,South Dakota,15-24 years,Male,American Indian or Alaska Native,21.0,7412,283.3
2011.0,South Dakota,15-24 years,Male,White,43.0,49782,86.4
2011.0,South Dakota,25-34 years,Female,White,27.0,44644,60.5
2011.0,South Dakota,25-34 years,Male,White,54.0,48143,112.2
2011.0,South Dakota,35-44 years,Female,White,40.0,39670,100.8
2011.0,South Dakota,35-44 years,Male,American Indian or Alaska Native,30.0,4175,718.6
2011.0,South Dakota,35-44 years,Male,White,74.0,41602,177.9
2011.0,South Dakota,45-54 years,Female,American Indian or Alaska Native,33.0,4047,815.4
2011.0,South Dakota,45-54 years,Female,White,125.0,51909,240.8
2011.0,South Dakota,45-54 years,Male,American Indian or Alaska Native,54.0,4041,1336.3
2011.0,South Dakota,45-54 years,Male,White,202.0,52551,384.4
2011.0,South Dakota,55-64 years,Female,American Indian or Alaska Native,39.0,2918,1336.5
2011.0,South Dakota,55-64 years,Female,White,234.0,47510,492.5
2011.0,South Dakota,55-64 years,Male,American Indian or Alaska Native,62.0,2458,2522.4
2011.0,South Dakota,55-64 years,Male,White,422.0,49173,858.2
2011.0,South Dakota,65-74 years,Female,American Indian or Alaska Native,41.0,1447,2833.4
2011.0,South Dakota,65-74 years,Female,White,390.0,28900,1349.5
2011.0,South Dakota,65-74 years,Male,American Indian or Alaska Native,55.0,1110,4955.0
2011.0,South Dakota,65-74 years,Male,White,565.0,27074,2086.9
2011.0,South Dakota,75-84 years,Female,American Indian or Alaska Native,36.0,664,5421.7
